id,name
4815f6425764a205,GOOGLE SpRemote
16cd27aea29eae87,GREAT CLIPS
b32c602ef0b2c71d,GRUBHUBBLACKJACKPIZZA
3e183926473df091,GRUBHUBFATSHACK
cbd9a829856de99c,GRUBHUBKFC
5f084459eb03ce5e,GRUBHUBMCDONALDS
848e7a4e71670601,HERSHEYS
5a3ad7d615f48fbe,IHOP
ed46621173aa0ad5,ILLEGAL PETE S
5ebceb28f6faf9f2,ILLEGAL PETE'S
947c85f9c87e9362,ILLEGAL PETES
9ff8a2413e418b19,INSTACART
89e93adc7506dd76,JACK IN THE B
7b0482da88cc8558,JINNYS MARKET
0a434affdcfadb6f,KFC
d384f00a3fa3d605,KIM'S FOOD TO GO
2514c4a59f8771f9,KING SOOPERS
f0a36e83ffdf7d65,King Soopers
1fc416fd56d93314,kroger_ns
3a07b66a34b18ddb,LINDSAY'S
90db9f190ee125a5,LITTLE TIBET
3d56037997882e02,LOGAN?S ESPRESSO CAFE
0f948c1a48e18cb4,LOGAN`S ESPRESSO CAFE
4c38ab4983139542,LUCKY'S
6d3e35a63b07388c,LYFT
c45bd3bf2e26ffb3,MASABI LLC RTD
e598aea0701b9cbf,MASABI RTD
307d116e2e4666a8,MCDONALD'S
64bc9064bedc344d,MCDONALDS
16cef84c717a1ddb,McDonalds
073fa7a698121d4e,MCGUCKIN HARDWARE
fe0edc1acadceb6a,MOE'S BROADWAY BAGEL
0cd14521b195aaa7,MUSTARD'S LAST STAND
348e7de47e247055,MUSTARDS LAST STAND
98e8b4b7e8dbb44e,NETSPEND
7ab375c87825a105,NOODLES & CO
ab9ee42fb8d63d6a,NOODLES & COM
9a0a4cc6171724ff,NOODLESCO
ffd7789c3526e343,NORTH BOULDER LIQUOR
b302f52290702035,NOW MOBILE
4ef78173d20913ac,OZO COFFEE COMPANY
7ba962129172119c,PAI ISO
30b0343c2a182a6c,PAYPAL DOORDASH
d58c60fb8a0f8bec,PAYPAL FACEBOOKPAY
dfaddbe62b4fe476,PAYPAL for INST XFER
1ca08da20467c495,PAYPAL for TRANSFER
035f7898db46843c,PAYPAL for VERIFYBANK
16f057daf132f306,PAYPAL GITHUB
8f4d282b290777f1,PAYPAL JUSTANSWER
c31a991822dd7207,PAYPAL MLEARY
31f40d5af1182904,PAYPAL REI
65271092d5fc96ff,PAYPAL SQUARECIRCU
c258ea4669e89b9d,PEARL CONVENIENCE
8b1ced72556496a2,PEARL MOBILE-601545
75dcbae1a5395f0b,PHARMACA
a250efc6074477f1,PIGTRAIN COFFEE
79bb0ef78d1ec261,RD CORP
cae3a5bf6720e430,REI #44
481f6f96fa113732,RIPPLE FROZEN YO
3d4a1d13e9caa498,RockyMountain SeniorCa
ab3bf2cb2af33177,RTD BRT BLDR TRANSIT
0ef7467c9b76799d,SANTIAGOS MEXICAN REST
749f2d7e2b3e8362,SEI
41bd53721ccbe4cd,SHELL
ca2c0a08924f2df4,SHELL OIL
fc74980ea2c6d484,SHELL SERVICE STATION
1d70d65078e23c74,SMOKER FRIENDLY
e04f87d4f24a95e7,SNARFS AT THE TABLE
34f294b5fc57b0b1,SNARFS BURGER
a08fb5ad07382d75,SNOOZE
47b447bad8e9b933,Social Security
72764763c84697c4,SPK SPOKEO SEARCH
e51ad239b5e6ed35,STARBUCKS
37b48460ba664f64,STARBUCKS STORE
832febbafab7fd59,SUBWAY
abd6821f68155983,Subway
7e447c39b07e597b,SWEET COW
722beb7213291318,TACO BELL
9ab3e9639d4406ca,TARGET
0881c1856c98ffa1,TASKER ON TASKRABBIT
d87620066e81a5c8,TELYRX LLC
455cbcf5a820cde3,THE FITTER
bb98436959b962cf,The Fitter
287c57748fcf4ca3,THE UNDERGROUND PIPES
a540a9b5ece13607,TIERRA Y FUEGO TAQUER
caa5fdb9faa81f6a,TIERRA Y FUEGO TAQUERIA
572c1f8590e92c6c,TSE K&G
7fe2481c6a222809,UNIVERSITY HILLS MARKET
d9307c56dddcdc25,US7ELEVEN-FCTI
ce22c0a0de899e72,VILLAGE MOBI-643038
f760935765a700e5,WALGREENS
4e037e6233b5133f,WALGREENS STORE
7ec32315bec1dbb7,Walmart.com
50807f2d305afcba,WENDY S
db6602fc8a3d0ba5,WENDY'S
d4d7c6162103f170,WENDYS
3b717aa65c5971be,WG006022
9b86dc3d793aeee7,WHOLEFDS
90c1a01d9554dded,YOUANDMEE
955ec47a8e9048b9,YSI HILLTOP
6ce8c210e807227a,YSI Hilltop
